gene_id,A_R1_001.bam.gtf,B_R1_001.bam.gtf,C_R1_001.bam.gtf,D_R1_001.bam.gtf,E_R1_001.bam.gtf,F_R1_001.bam.gtf,G_R1_001.bam.gtf,H_R1_001.bam.gtf,L_R1_001.bam.gtf,M_R1_001.bam.gtf,N_R1_001.bam.gtf
STRG.22930,60,94,47,31,35,80,13,58,48,40,23
STRG.7861,1873,2244,2472,2643,2207,1829,2078,2407,2064,1940,808
STRG.22932,166,210,83,105,103,133,89,153,158,156,71
STRG.2801,5,11,0,0,0,0,10,2,10,8,0
STRG.2800,18,5,4,17,0,0,0,9,7,0,1
STRG.2803,9,7,17,18,9,8,11,8,14,6,15
STRG.2802,14,0,0,5,5,1,0,0,3,0,0
STRG.2805,39,40,59,47,53,40,16,32,47,34,27
STRG.2804,15,16,18,14,11,12,8,8,16,8,3
STRG.2807,5,0,0,1,0,0,0,0,2,6,10
STRG.2806,125,82,107,32,81,55,83,69,125,85,20
STRG.2809,3,5,10,15,4,10,5,14,6,6,4
STRG.2808,7,0,14,5,0,22,7,0,4,7,0
STRG.22935,1,0,0,0,1,0,0,0,0,0,0
STRG.7866,132,190,258,165,248,184,336,211,178,215,13
STRG.7867,42,31,56,23,27,21,38,29,24,28,3
STRG.7868,308,291,224,202,343,281,405,338,284,447,151
STRG.22939,8,14,8,24,6,7,18,19,27,20,0
Pocillopora_acuta_HIv2___RNAseq.g3141.t1,0,7,0,6,3,15,2,3,7,0,0
Pocillopora_acuta_HIv2___RNAseq.g8602.t1,0,0,1,0,0,0,2,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g6814.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23958.t1,0,0,0,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g10281.t1,0,0,10,3,2,0,0,0,3,0,6
STRG.3153,879,1332,1168,708,805,1006,1157,982,931,1124,282
Pocillopora_acuta_HIv2___RNAseq.g30368.t1,0,0,3,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2798.t1,0,0,4,0,0,0,0,0,0,0,0
STRG.3155,353,341,50,105,262,184,469,185,178,403,105
STRG.14719,5,12,19,8,21,0,3,11,4,8,0
STRG.14718,11,16,19,13,18,0,13,11,20,15,19
STRG.11949,6,9,4,4,5,4,4,8,12,3,3
STRG.11948,9,161,20,0,0,167,0,108,6,30,0
STRG.11947,95,606,23,8,41,741,159,213,106,138,78
STRG.14710,230,556,168,376,734,623,295,619,347,352,748
STRG.14713,1366,1539,1045,1155,1709,1427,1912,1271,2201,1294,1097
STRG.14712,14,0,0,0,0,11,21,0,0,9,0
STRG.11943,18,23,4,10,18,27,13,14,33,13,10
STRG.11942,649,790,333,409,731,737,685,661,674,855,263
STRG.11941,11,213,14,4,7,134,15,47,0,22,8
STRG.11940,241,1855,205,153,258,1145,547,685,270,465,151
STRG.24324,1754,1413,1001,897,1614,1181,1689,1799,1742,1573,228
Pocillopora_acuta_HIv2___RNAseq.g23447.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17873.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.24617,90,166,4,0,146,30,147,87,82,141,42
STRG.24616,18,31,0,0,36,0,33,36,9,13,4
STRG.24615,12,18,5,9,8,13,8,9,5,10,0
STRG.24614,57,79,68,73,58,79,59,66,54,62,38
STRG.24613,27472,31228,56485,47513,39446,38138,33498,35815,27210,39839,24307
STRG.24612,13549,16945,29791,24990,21546,19857,19606,19431,14347,20147,11218
STRG.24611,292,298,233,303,299,486,325,251,367,217,78
STRG.24610,263,397,357,360,327,317,335,283,309,264,183
Pocillopora_acuta_HIv2___RNAseq.g21703.t1c,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21703.t1b,0,0,0,0,0,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g21703.t1a,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24523.t1,0,15,0,0,10,0,10,0,7,0,0
STRG.24619,16,30,34,122,27,57,19,23,12,29,4
STRG.24618,171,216,304,245,229,253,266,233,220,206,134
STRG.23344,635,574,488,585,539,361,528,550,558,608,135
STRG.23345,610,583,704,750,623,785,681,683,756,660,313
STRG.23346,131,81,44,105,113,76,77,150,90,94,47
STRG.23347,272,433,64,82,360,187,458,130,281,357,161
STRG.23340,146,121,97,95,115,109,92,94,80,92,23
STRG.23341,682,716,341,557,748,616,691,567,445,755,268
STRG.23342,613,457,447,551,571,578,524,661,677,556,284
STRG.23343,543,393,389,473,526,288,437,287,463,449,299
Pocillopora_acuta_HIv2___TS.g2944.t1,0,0,0,3,0,0,0,0,0,0,0
STRG.23348,949,957,371,449,1193,698,1593,845,717,1869,286
STRG.23349,42,42,65,40,50,44,44,31,40,48,35
STRG.8959,400,354,378,504,371,449,300,367,352,423,201
STRG.8958,935,740,896,1051,1015,771,819,715,1035,929,431
Pocillopora_acuta_HIv2___RNAseq.g6816.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.8951,52,46,60,79,21,65,33,27,26,24,22
STRG.8950,536,1023,1703,1203,1159,671,1244,926,632,695,347
STRG.8953,27,15,28,39,28,26,53,25,42,20,12
Pocillopora_acuta_HIv2___RNAseq.g8199.t1,0,8,0,4,0,10,2,0,0,8,0
STRG.8955,15,4,5,13,13,8,5,12,8,8,0
STRG.8954,1,5,39,17,47,21,18,15,21,37,8
STRG.8957,310,241,514,583,318,317,282,269,333,388,87
STRG.8956,174,213,286,262,435,201,334,251,238,241,150
Pocillopora_acuta_HIv2___RNAseq.g15069.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19914.t1b,0,0,0,0,0,0,0,0,0,0,5
Pocillopora_acuta_HIv2___TS.g706.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19914.t1a,0,0,0,0,0,0,0,0,1,0,0
STRG.6278,116,110,0,0,91,60,85,97,83,145,5
STRG.6279,45,45,0,0,29,25,43,0,27,37,12
STRG.6276,11,0,0,0,5,0,13,0,11,10,2
STRG.6277,60,178,0,0,60,48,55,62,51,88,8
STRG.6274,1031,1072,1272,1264,1295,1059,1230,1047,980,1161,1005
STRG.6275,66,48,102,29,103,50,159,23,41,76,26
STRG.6272,579,564,868,955,721,542,704,621,720,540,527
STRG.6273,22,45,16,46,99,41,43,47,33,68,11
STRG.6270,814,886,771,763,1000,740,938,1089,830,940,320
STRG.6271,545,633,644,590,539,538,704,686,600,757,221
STRG.1721,43,38,54,42,20,41,12,31,32,30,11
STRG.1720,218,104,73,76,155,93,216,134,166,152,95
STRG.1723,156,117,92,153,125,99,263,82,216,169,109
STRG.1722,17,0,13,11,22,15,16,7,11,4,13
STRG.1725,21,29,7,14,47,22,14,13,63,15,8
STRG.1724,7,14,22,16,21,8,17,13,17,9,10
STRG.1727,12,40,7,8,7,1,18,0,7,4,0
STRG.1726,1338,1471,2361,1452,1603,1138,1857,979,1591,1292,803
STRG.1729,93,161,329,192,253,137,354,127,170,159,63
STRG.1728,86,60,40,68,101,62,133,28,79,137,26
STRG.3381,429,580,473,428,458,479,406,413,433,481,111
STRG.16622,14,25,6,9,13,14,25,9,10,22,3
STRG.3383,1717,1701,2123,1969,1963,1805,1776,2026,1927,1734,1397
STRG.3382,25,58,56,34,55,42,78,17,19,74,2
STRG.16627,13,190,4,14,4,224,0,49,0,52,0
STRG.16626,47,73,27,82,57,26,62,82,32,72,32
STRG.16625,61746,79683,112501,112487,100957,79766,89948,71574,67677,91029,42425
STRG.16624,457,419,92,219,435,242,527,285,375,500,223
STRG.3389,84,143,40,104,51,104,376,68,77,117,53
STRG.3388,20,19,13,10,5,28,29,24,38,7,24
STRG.16629,12,13,23,21,13,18,88,11,12,18,6
STRG.16628,2,24,5,0,0,6,7,7,4,0,8
STRG.12713,79,108,53,69,121,108,87,96,129,146,31
STRG.12712,1654,1181,309,409,413,1696,453,1055,1895,586,789
STRG.12711,193,229,99,81,249,156,131,208,211,264,74
STRG.12710,293,244,246,273,403,337,433,256,297,399,58
STRG.12717,513,663,817,727,552,620,523,754,679,515,472
STRG.12716,12914,14925,31439,27236,17460,18320,15387,12102,13837,14232,14401
STRG.12715,2515,2802,1950,2304,3196,2649,2950,2763,2957,2464,940
STRG.12714,244,306,212,286,311,312,367,279,259,360,101
STRG.12719,6,4,0,3,9,0,1,6,3,2,0
STRG.12718,2289,2618,1481,2204,2541,2737,2808,2550,2372,2680,730
Pocillopora_acuta_HIv2___RNAseq.g9225.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.527,74,64,28,43,93,40,63,78,51,60,32
Pocillopora_acuta_HIv2___RNAseq.g29699.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.1420,83,122,89,147,95,100,122,98,78,86,47
STRG.8248,6,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11504.t1,0,176,0,0,0,71,37,154,0,18,0
Pocillopora_acuta_HIv2___TS.g6682.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31263.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.6498,491,586,710,604,555,524,509,421,482,433,257
STRG.6499,1353,1871,1042,1943,2108,1387,2465,1042,1020,2145,548
STRG.6492,346,376,467,380,482,408,301,344,370,404,237
STRG.6493,662,461,391,359,479,483,416,626,588,557,287
STRG.6490,41,25,6,0,8,15,31,7,11,10,0
STRG.6491,366,454,722,650,429,406,497,306,493,466,199
STRG.6496,1,0,0,0,0,0,0,0,0,0,0
STRG.6497,140,188,67,70,138,114,169,239,89,154,37
STRG.6494,447,640,570,410,562,470,483,651,512,514,86
STRG.6495,5710,4239,11814,10488,5950,7218,5314,6346,6226,7091,1770
STRG.7213,552,734,860,749,636,710,665,663,834,640,222
STRG.2388,34,36,36,13,10,51,21,33,33,22,8
STRG.2389,526,527,476,398,639,482,522,468,577,464,195
STRG.8240,93,116,115,102,105,83,83,103,115,53,46
STRG.2382,88,66,77,68,106,59,293,108,98,114,28
STRG.2383,3,8,0,0,0,0,0,4,0,4,3
STRG.2380,28,25,33,9,37,8,11,15,32,17,71
STRG.2381,2,0,3,1,0,0,3,0,0,0,0
STRG.2386,309,367,272,317,363,252,238,273,254,235,151
STRG.2387,155,175,271,215,218,184,158,216,177,112,69
STRG.2384,212,235,232,226,225,233,210,237,186,210,154
STRG.2385,153,151,116,137,109,124,126,78,168,119,47
STRG.8242,130,179,230,212,121,188,104,129,117,146,61
STRG.22129,248,727,155,98,158,394,261,443,149,425,121
STRG.22128,41,28,3,14,8,25,4,29,31,6,4
STRG.22127,734,634,655,655,682,638,849,782,669,764,230
STRG.22126,669,721,626,645,703,601,450,726,751,564,348
STRG.22125,4329,6159,3553,3414,4393,4070,4430,4536,3497,3407,1232
STRG.22124,1000,1065,1294,1068,1101,946,1122,974,967,1100,650
STRG.22123,10,13,0,0,11,6,9,15,21,10,6
STRG.22122,31,63,18,11,35,22,31,40,44,32,0
STRG.22121,33,19,46,20,59,55,75,55,58,66,0
STRG.22120,5,8,3,3,4,0,5,3,13,3,8
STRG.13390,136,116,125,184,99,120,144,168,143,114,89
STRG.13391,539,523,694,725,625,508,408,505,448,400,513
STRG.13392,1215,1171,1342,1331,1279,1130,1407,959,1178,1256,615
STRG.13393,128,173,171,168,168,140,124,201,143,156,78
STRG.19998,7,24,17,31,59,25,74,54,34,59,13
STRG.13395,455,410,387,281,467,293,474,382,322,403,135
STRG.13396,82,111,116,94,104,83,103,83,136,107,82
STRG.13397,23,45,56,2,43,26,41,27,41,23,0
STRG.13398,140,128,226,91,195,143,184,116,180,168,25
STRG.13399,29,0,21,26,26,18,51,22,31,41,0
STRG.19996,50,20,10,6,23,10,14,19,36,13,0
STRG.7214,1793,2152,1965,2067,2262,1762,2185,2354,1771,1938,729
STRG.19990,1833,2400,1922,2299,2091,1617,1687,2249,1595,1583,1045
STRG.19991,559,474,466,473,590,330,690,612,504,514,234
STRG.19992,395,334,414,392,331,290,273,290,242,277,203
STRG.19993,439,801,464,473,631,483,665,572,494,676,120
STRG.2030,523,662,598,622,687,821,607,628,580,562,236
Pocillopora_acuta_HIv2___RNAseq.g14441.t1,0,0,0,0,0,0,29,0,0,0,0
STRG.2032,48,118,19,9,171,61,133,60,102,76,28
Pocillopora_acuta_HIv2___RNAseq.g6786.t1,0,0,0,0,0,0,5,0,0,0,0
STRG.2034,71,56,64,43,58,35,42,39,52,64,6
STRG.2035,26,13,0,6,50,12,8,14,26,12,0
STRG.2036,23,12,0,0,6,8,0,10,32,11,6
STRG.2037,2592,1700,1826,1624,1597,1590,2387,1309,3245,2127,2593
STRG.2038,75,142,5177,3108,362,1097,720,111,182,783,163
STRG.2039,942,1286,783,844,1011,857,956,1006,926,905,270
Pocillopora_acuta_HIv2___RNAseq.g31155.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.9865,69,73,27,15,73,34,49,74,103,58,46
Pocillopora_acuta_HIv2___RNAseq.g27100.t1,0,0,0,0,0,0,0,0,6,0,0
STRG.19666,190,229,173,112,215,152,378,173,205,233,40
STRG.19667,887,495,1449,1395,841,1267,857,634,1035,1178,324
STRG.19664,6,0,0,0,3,0,0,8,4,0,0
STRG.19665,53,66,94,76,61,71,134,62,136,94,36
STRG.19662,779,1065,1219,1272,1306,1231,999,1213,1125,1031,307
STRG.19663,2512,3243,784,1559,2768,3074,1471,3315,2357,1976,820
STRG.19660,63,58,47,44,64,61,43,83,78,76,38
STRG.19661,246,313,86,242,285,265,199,180,207,213,54
STRG.19668,200,241,45,48,275,72,240,190,128,312,50
STRG.19669,27,9,64,80,42,52,45,36,51,55,5
STRG.23838,272,230,227,243,280,194,265,368,234,195,85
STRG.23839,1038,1389,3878,2915,1517,1713,1740,1287,1156,2017,1604
STRG.23832,220,195,0,13,264,84,204,183,244,270,141
STRG.23833,35,17,0,4,40,5,18,12,13,11,20
STRG.23830,158,119,89,110,121,107,134,103,126,168,88
STRG.23831,157,140,4,16,180,58,152,71,134,146,25
STRG.23836,187,265,44,83,370,144,310,185,286,273,237
STRG.23837,5005,4811,4956,5690,4593,4439,4101,5440,5184,4178,2605
STRG.23834,483,379,61,38,621,237,636,404,579,605,304
STRG.23835,37,13,13,5,40,17,56,23,37,46,0
STRG.5136,655,921,187,225,539,534,949,699,768,642,93
Pocillopora_acuta_HIv2___RNAseq.g30510.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g10686.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26942.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13978,159,526,307,239,224,615,350,399,152,298,40
STRG.13979,298,1144,356,294,403,1116,473,800,233,664,469
STRG.13974,15,23,15,16,6,23,21,4,15,6,0
STRG.13975,33,118,138,63,59,140,86,103,53,66,9
STRG.13976,38,108,24,28,20,99,62,62,32,36,40
STRG.13977,58,134,233,209,101,187,112,56,93,106,35
STRG.13970,1563,1557,1776,1643,2145,1480,2505,1802,1865,1965,438
STRG.13971,1168,1993,613,768,845,1539,1292,1225,936,975,320
STRG.13972,1396,1945,1819,1752,1682,1475,1643,1686,1484,1409,1688
Pocillopora_acuta_HIv2___RNAseq.g15675.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20672.t1,0,0,0,0,0,0,6,0,7,0,0
STRG.20009,293,414,425,340,500,311,515,461,487,422,133
STRG.21478,89,134,128,87,119,104,102,78,55,133,20
STRG.21479,1384,1688,2642,2045,1783,1802,1948,1705,1462,1763,360
STRG.21474,206,286,147,150,274,130,300,190,345,142,254
STRG.21475,47,63,12,11,18,6,43,16,30,19,44
STRG.21476,552,522,454,477,651,365,439,608,560,426,305
STRG.21477,357,531,380,494,465,401,362,556,360,384,121
STRG.21470,17,14,35,18,30,32,31,39,31,35,23
STRG.21471,11,0,0,0,0,13,0,37,0,0,0
STRG.21472,32,52,5892,3245,303,1196,977,48,64,1130,29
STRG.21473,656,381,86,74,805,95,573,454,659,303,300
Pocillopora_acuta_HIv2___RNAseq.g2066.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31355.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25654.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10943.t1,0,0,0,0,0,0,2,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27102.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30511.t1b,0,0,0,0,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30511.t1a,0,3,0,1,2,3,8,0,7,0,0
STRG.12517,240,197,21,56,164,92,169,114,320,79,89
STRG.20001,9,11,28,41,5,20,15,9,16,27,7
Pocillopora_acuta_HIv2___RNAseq.g5650.t1,0,0,3,3,0,0,0,0,0,0,3
STRG.3819,436,343,380,334,410,357,545,223,444,406,105
STRG.3818,328,431,575,516,361,398,507,280,327,361,104
Pocillopora_acuta_HIv2___RNAseq.g21038.t1,0,3,4,3,0,2,10,0,2,3,11
STRG.3811,5,0,0,0,4,0,6,0,6,0,12
STRG.3810,587,314,465,267,704,205,585,402,999,293,147
STRG.3813,827,1092,936,887,1199,917,1012,662,780,1084,316
STRG.3812,60,49,56,33,57,43,61,35,65,54,14
STRG.3815,323,561,385,601,502,420,474,404,327,449,66
STRG.3814,19,25,17,9,18,15,19,10,21,16,6
STRG.3817,643,1095,1028,932,968,886,885,1005,795,720,1014
STRG.3816,17439,20770,35624,30404,22476,22151,19568,16259,18276,17214,13500
Pocillopora_acuta_HIv2___RNAseq.7322_t,0,0,5,0,0,0,0,0,0,0,0
STRG.22619,23,23,8,15,35,31,28,26,38,38,10
STRG.11753,128,140,65,66,132,68,85,131,137,88,65
Pocillopora_acuta_HIv2___TS.g31594.t1,0,43,39,11,62,50,12,0,0,45,7
Pocillopora_acuta_HIv2___RNAseq.g11905.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10941.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11757,4,12,9,0,23,11,7,13,10,10,9
Pocillopora_acuta_HIv2___RNAseq.g12357.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2372.t2,0,0,2,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4813.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31261.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11536,1532,1377,406,398,1521,758,1463,1460,1416,875,763
STRG.11537,23,14,16,8,14,16,29,14,16,27,19
STRG.11534,2198,4100,1435,1831,2502,2548,2757,3143,2138,2347,996
STRG.11535,493,348,75,95,459,173,387,319,525,308,432
STRG.11532,1679,2036,1653,1495,2203,1784,1958,2054,1991,1750,518
STRG.11533,310,457,221,292,412,387,335,384,317,296,137
STRG.11530,1771,1352,1928,1808,1582,1362,1267,1371,1597,1336,964
STRG.11531,282,299,531,442,323,337,302,184,368,297,77
Pocillopora_acuta_HIv2___RNAseq.g6414.t1,0,0,0,0,0,3,3,0,0,0,0
STRG.22613,48,30,452,251,79,116,62,73,64,113,221
STRG.11538,35,480,148,70,47,390,77,282,56,199,17
STRG.11539,511,438,780,599,422,388,560,358,501,497,174
STRG.22612,269,414,743,610,410,253,220,300,222,218,218
Pocillopora_acuta_HIv2___RNAseq.g18667.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28176.t1,0,0,5,0,1,0,0,0,0,0,4
Pocillopora_acuta_HIv2___TS.g9328.t1,0,0,0,0,3,2,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g4830.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27860.t1,0,0,0,0,0,0,4,0,0,0,0
STRG.24158,3145,3462,2320,2422,4043,2517,3098,3057,3155,3439,1806
STRG.24159,527,553,340,453,497,657,592,648,523,583,124
STRG.24154,339,280,610,401,388,341,359,267,416,374,109
STRG.24155,49,47,6067,4350,242,2291,715,65,38,1572,29
STRG.24156,13462,17978,14232,11511,21734,10469,15611,18635,17792,14976,4248
STRG.24157,385,442,469,619,534,360,347,419,291,391,152
STRG.24150,46,47,60,103,91,91,148,52,22,98,4
STRG.24151,219,172,379,239,151,179,177,116,269,227,87
STRG.24152,162,220,178,171,202,94,189,130,171,195,60
STRG.24153,334,246,373,341,367,309,327,280,316,311,46
Pocillopora_acuta_HIv2___RNAseq.g4811.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17347.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8191.t1,0,2,3,0,2,1,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g10045.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13146,3,0,0,1,1,1,1,1,1,2,0
STRG.24581,2,0,4,17,7,4,1,0,6,2,7
STRG.5671,45,38,14,20,15,64,55,18,32,53,8
Pocillopora_acuta_HIv2___TS.g23927.t1,0,16,23,0,15,7,13,0,17,18,0
Pocillopora_acuta_HIv2___RNAseq.g8505.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23160.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21072.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19992.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27726.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28275.t1,0,0,0,0,3,0,0,2,0,0,0
Pocillopora_acuta_HIv2___TS.g26045.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14697.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7351.t1,0,0,0,0,0,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g18767.t1,0,0,0,25,0,0,5,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g1824.t1,0,0,0,0,0,0,0,0,0,6,0
STRG.4728,17,9,19,11,4,5,7,7,11,4,16
STRG.4729,326,398,547,489,492,327,424,373,280,415,159
STRG.4726,6,15,5,0,16,12,22,0,37,14,7
STRG.4727,434,353,535,533,396,375,341,327,359,348,160
STRG.4724,137,218,229,175,204,97,210,146,156,155,60
STRG.4725,251,235,350,170,255,171,236,217,225,260,137
STRG.4722,315,333,343,301,419,197,345,299,297,247,109
STRG.4723,706,1280,965,1002,1157,953,1092,1018,792,1079,254
STRG.4720,2655,3140,2899,2334,3027,3284,3176,2867,3681,3000,734
STRG.4721,183,333,552,343,414,233,419,180,179,321,42
Pocillopora_acuta_HIv2___TS.g3738.t1,0,4,0,0,9,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g20353.t1,0,0,2,0,0,0,0,0,0,0,0
STRG.9264,69,47,87,64,85,38,67,52,93,72,40
STRG.9265,770,450,473,299,521,324,989,244,731,765,406
STRG.9266,3,0,0,5,2,0,5,0,0,0,3
STRG.9267,29,25,47,32,16,9,66,0,17,21,10
STRG.9260,308,445,2482,1734,452,853,1204,426,325,727,151
STRG.9261,189,189,78,121,228,102,213,248,141,237,35
STRG.9262,658,575,1026,827,605,538,450,379,729,440,641
STRG.9263,1505,1015,2368,1902,1178,771,1070,989,1483,941,2815
STRG.9268,1,3,1,1,0,0,0,1,1,0,2
STRG.9269,1286,1496,1147,991,1535,1541,1440,1419,1892,1468,423
STRG.4094,4,3,2,0,0,2,3,4,5,2,0
STRG.4095,14,510,15,12,14,310,330,299,19,43,6
STRG.4096,67,57,32,37,66,48,53,36,85,58,18
STRG.4097,16,0,9,0,0,0,0,0,10,0,12
STRG.4090,1055,1136,1379,1339,1344,1091,1039,1207,1365,1125,441
Pocillopora_acuta_HIv2___RNAseq.g29621.t1,0,0,0,0,0,0,0,0,2,0,0
STRG.4092,19,18,4,0,8,9,21,7,13,0,39
STRG.4093,581,1033,349,413,682,789,980,568,657,644,863
STRG.4098,74,55,61,48,97,36,52,55,140,54,55
STRG.4099,301,251,425,201,288,154,214,129,483,161,241
Pocillopora_acuta_HIv2___TS.g22972.t1,0,0,0,0,0,0,0,0,0,0,4
Pocillopora_acuta_HIv2___RNAseq.g7353.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14695.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.29_t,0,0,0,0,6,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27819.t1,0,0,0,0,2,0,0,0,0,0,0
STRG.9288,2108,1492,3463,2552,2152,1504,1692,1225,3261,1706,4637
Pocillopora_acuta_HIv2___RNAseq.g12214.t1,0,4,0,0,4,0,26,0,0,3,0
STRG.9289,504,249,238,179,332,266,800,186,853,527,1524
Pocillopora_acuta_HIv2___TS.g20910.t1,0,8,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9152.t1,0,0,0,0,0,0,0,2,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g19509.t2,0,6,0,4,0,0,18,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21934.t1,0,6,0,8,8,0,0,0,8,0,0
STRG.9282,79,7,43,23,46,27,102,12,69,41,52
Pocillopora_acuta_HIv2___RNAseq.g30219.t1b,0,0,0,0,4,0,17,0,0,0,0
STRG.5702,18,18,15,7,18,14,26,18,13,13,23
STRG.9280,5504,4969,4085,4005,7165,3914,6370,4191,8059,5433,3291
STRG.5700,193,262,334,230,275,175,279,330,211,211,84
Pocillopora_acuta_HIv2___TS.g4914.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.5707,4,0,0,0,6,0,0,0,0,0,3
Pocillopora_acuta_HIv2___RNAseq.g15001.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.9287,4,0,0,0,0,7,0,0,0,0,0
STRG.9284,75,61,66,65,75,41,63,53,72,59,73
STRG.5704,61,62,65,39,59,28,61,48,56,70,6
Pocillopora_acuta_HIv2___RNAseq.g17330.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g10297.t4,0,0,0,0,0,3,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12880.t1,0,0,2,0,0,0,0,0,6,0,5
Pocillopora_acuta_HIv2___RNAseq.g8187.t1,0,0,4,0,0,0,0,0,0,0,0
STRG.13742,20,13,27,26,18,12,7,8,19,12,19
Pocillopora_acuta_HIv2___RNAseq.g20098.t1,0,0,0,0,0,1,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g6759.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15020,891,1337,640,781,826,979,1056,1213,794,931,226
STRG.15021,105,164,69,54,167,95,150,176,184,160,0
STRG.15022,6,12,9,2,16,3,6,3,20,6,16
STRG.15023,558,572,848,853,782,595,657,596,580,627,503
STRG.15024,149,249,271,272,192,173,200,208,165,168,41
STRG.15025,733,563,939,1041,884,599,664,625,642,678,315
STRG.15026,348,332,420,322,422,338,444,337,276,309,326
STRG.15027,105,245,138,127,103,256,83,165,104,139,82
STRG.15028,407,700,1256,994,728,453,586,606,758,414,184
